SpO2,HeartRate,Label
86.16225049843466,85.12825519489637,2
87.66837916863913,76.16671535169496,2
93.25858658278949,75.75256266866381,1
91.75805109772574,108.0571537863521,1
87.62931534542484,68.98956097261338,2
88.8712891659471,85.60608510113792,2
97.54809878450637,119.82971360733362,0
98.22399145368883,119.42828762913032,0
88.57857414030008,99.57227171190192,2
92.31663106146483,88.35605735831389,1
87.09670877497656,66.33958424055996,2
91.91222493835578,112.10784487568748,1
98.86152922019498,74.79393010760982,0
97.31849339831199,66.29126101823181,0
85.40461619892746,119.01987812563024,2
88.5673042548579,63.95744723405521,2
92.99295182398481,111.26640776667509,1
86.11770435823593,70.1980448753351,2
91.32550557625801,116.60772664742461,1
85.35718854443304,110.89729785916128,2
95.66378986748236,104.73396340677391,0
94.11069660310605,101.23238169523387,1
99.72021165556866,83.94088226072296,0
96.98004634342531,69.05477428791599,0
90.63121407141695,96.71465691789908,1
94.73156715194906,109.35181516830409,1
96.21564502330611,102.62542179345772,0
99.32303731684956,93.04785175524674,0
99.60540868482047,93.37106518710328,0
99.66921665937512,99.78805069011946,0
95.5577439409656,78.23786026685461,0
86.4813974591344,64.63826067128106,2
91.61629390213763,71.2550455418939,1
92.30521701017277,109.31417895551678,1
96.18640072069323,103.85267201785008,0
93.76893940185602,114.11626131619491,1
99.74698485047541,110.0952545929068,0
87.93241613249357,116.7870082105349,2
85.97161657195366,118.02957092619253,2
86.61874327985659,78.59976525345589,2
88.6852626473703,95.10699236224023,2
96.87312760368822,106.10565185646504,0
89.08740880502462,62.899030732342275,2
95.14012915509394,94.90803187659625,0
85.63794694911238,100.6098177275243,2
86.71803411123031,87.10738829544856,2
90.92795341157908,97.29279171850852,1
89.43225472290119,94.5351442080959,2
87.46650515415136,94.80068451792866,2
92.40302815847834,94.14028746981671,1
85.01902641239302,72.58598696084735,2
87.37943884311102,73.87433603917941,2
88.94889375953878,110.48375263218686,2
91.0654138914078,64.36057543018488,1
86.6042072357697,67.8222780910172,2
97.2421735292234,92.77541599526796,0
90.6498282763838,106.51118416776151,1
98.28539562624965,64.8019349380138,0
89.26518120225879,65.11710187296929,2
89.07668841791806,89.27603336966774,2
86.85738887055898,65.38679736405302,2
89.75607652699553,88.0396378096971,2
85.53559696563721,99.55878811752086,2
90.86516688597438,100.59432088215509,1
89.09925855599012,62.581166269140176,2
87.48817919921584,108.59217514051412,2
93.75041502933696,101.07408901313559,1
86.00333678726628,73.5286124661053,2
88.60353701886633,84.1691682387167,2
91.5313637433128,118.99204422403503,1
97.2898718469533,87.71866156435593,0
86.54335789851957,104.27965512900238,2
97.70324411692829,83.33838305315864,0
91.4287089611176,64.12312664319737,1
87.82349110363963,75.04637862507636,2
93.33815001822589,71.76148839905844,1
99.77184600084485,80.7438713696567,0
95.76821835520735,91.1974392661692,0
87.57220579204875,110.7125245468226,2
99.51259965711247,104.69080016504047,0
96.7024130657834,99.50875719059584,0
85.05308250634754,64.96839709135628,2
86.54994873799524,64.20504718318531,2
96.24331358483174,90.8676195670514,0
93.33120458768508,68.51428878584355,1
93.26453516168414,95.34666956435444,1
86.0372929252413,92.30602936849533,2
87.54078377971841,69.23505985632613,2
89.28622309763713,90.3750055163943,2
98.97812032857956,81.95886766272511,0
89.33840002034069,83.06911392503733,2
93.78234291453316,107.13466252648499,1
90.89344512832143,119.16431584242198,1
98.61789675060906,73.33765924264713,0
99.89639125458845,110.5609244800068,0
87.60690613070125,75.38716151259652,2
97.81872056690113,71.3391915355821,0
87.1424686347968,107.00025396322067,2
89.14296901867858,93.15375985127135,2
99.28699280186797,93.77782228206983,0
93.36713189797446,117.32521982350181,1
94.15408442287296,77.23657569878701,1
96.52547463574254,81.45301617503429,0
98.49690151446781,112.7506670655866,0
97.05403800859905,80.60198151484185,0
99.7424362845399,96.11010104482835,0
92.61547041789322,65.49505710357644,1
90.47107842848841,74.97123917712204,1
92.20799085580883,119.52722140875578,1
93.83232602020539,67.96327423286417,1
96.61945241766685,105.76485688892713,0
87.32876132867004,113.98492984480245,2
85.93149420001929,69.73571704752997,2
99.0610399457264,93.65429638647893,0
86.67972883334332,96.53020536955955,2
91.7791408933975,64.30988686488578,1
97.02189058645672,84.72485931181387,0
99.25241568997107,83.33883056047318,0
91.33212852748431,92.93060485536911,1
90.78509926509334,109.29938848319304,1
89.99891984760013,80.70999936899094,2
96.97057411753102,90.94824580512922,0
85.76621561989847,72.83584027236466,2
94.1966462411208,111.8333265231097,1
96.89409296441245,70.5092180344321,0
88.94935463536132,117.464218153389,2
92.97560419416817,108.75323475436501,1
94.4920922779635,66.26451779894174,1
90.70199710865467,118.81498163890659,1
91.4855739555046,61.152053429960944,1
95.91352850820093,95.53923997771116,0
97.90239494048531,102.22943214471657,0
85.67392202384497,62.98523778579911,2
98.4321490258808,119.85313709727049,0
89.58813140911792,80.79318143879101,2
86.51420215499364,94.64500401243875,2
99.95888826673341,61.65093765618978,0
95.16430234029154,113.24147436855728,0
87.96336317110459,84.17306340468173,2
97.44112033598635,66.5746847266761,0
86.01713835506342,82.23291840697281,2
94.07613214619575,73.3037280882552,1
87.4375706309244,76.79646976268931,2
92.59742808357699,119.34439380686166,1
88.67659389888318,75.92525270856241,2
93.11623769634276,66.14288807138705,1
89.34092792998399,72.1283986468074,2
92.30014597898813,109.17549945305005,1
85.08410338523485,61.99386271863021,2
99.16754615652015,105.95046163335982,0
97.96239076652189,69.52878645556665,0
86.95604643869049,78.13604749601657,2
87.71786013790914,97.66046341275685,2
85.40738277793183,112.54792975921698,2
98.79685591469513,107.53508609616534,0
91.76576735870506,90.39966412675744,1
90.50960538646376,90.86474776762655,1
97.50596365809037,66.03695587259612,0
98.11313438856756,101.81669071092092,0
87.98938399393411,91.42271196136483,2
87.49966476211257,97.60063025372433,2
91.95568933915577,64.79911856594657,1
89.70445825423793,77.6838847855485,2
87.51183065290218,73.66347118267551,2
94.83668016175164,117.23104401004196,1
89.91176216260311,65.33908726738738,2
86.39801307814018,114.62059386907899,2
95.93440827042066,63.661120060108246,0
91.82618651224598,67.66176020639857,1
93.087406411932,64.54349713364148,1
99.1121151022059,86.72337742494574,0
85.42537170067133,73.04661909715732,2
85.47431317100641,63.27089141008958,2
91.71526211709316,114.23747975348144,1
94.7100952055836,114.00516571791817,1
86.11274586430764,61.74509455077771,2
87.25437181732738,89.69213270925621,2
96.03139468782021,83.99776627938827,0
89.31089942198591,113.104090039027,2
95.45316578667617,99.85603308243378,0
93.23348616487178,75.62860926149901,1
91.53359752378763,78.13429459408877,1
97.70532040211529,77.3549983355209,0
85.06059225616238,65.77903828133063,2
90.80342424945289,109.05221978429577,1
90.18382513805318,78.44130168553633,1
93.32244837841513,115.08163886364117,1
96.65261050661519,82.6002528863381,0
90.73580966706095,63.10860784082514,1
97.77889729090731,60.62784024675746,0
88.71567223135,112.28931432705684,2
